mjd	field
61682.19444465733	ElaisS1
61689.33333354705	ElaisS1
61689.33333354705	ElaisS1
61696.013889103386	ElaisS1
61701.13888910398	ElaisS1
61706.125000215674	ElaisS1
61711.27777799405	ElaisS1
61719.097222439406	ElaisS1
61725.04166688454	ElaisS1
61731.05555577413	ElaisS1
61738.05555577495	ElaisS1
61744.055555775645	ElaisS1
61744.18055577566	ElaisS1
61748.069444665	ElaisS1
61755.055555776926	ElaisS1
61761.069444666515	ElaisS1
61766.0694446671	ElaisS1
61772.097222445576	ElaisS1
61778.083333557384	ElaisS1
61785.06944466931	ElaisS1
61917.41666690694	ElaisS1
61922.41666690752	ElaisS1
61927.4166669081	ElaisS1
61942.305555798725	ElaisS1
61949.41666691066	ElaisS1
61956.41666691148	ElaisS1
61963.4027780234	ElaisS1
61968.2361113573	ElaisS1
61974.38888913579	ElaisS1
61979.375000247484	ElaisS1
61985.402778025964	ElaisS1
61985.416666914854	ElaisS1
61992.36111136011	ElaisS1
61995.16666691599	ElaisS1
62001.31944469448	ElaisS1
62008.29166691752	ElaisS1
62014.37500025156	ElaisS1
62014.38888914045	ElaisS1
62021.041666919	ElaisS1
62023.083333585906	ElaisS1
62030.23611136452	ElaisS1
62037.22222247644	ElaisS1
62044.36111136616	ElaisS1
62044.36111136616	ElaisS1
62050.0138891446	ElaisS1
62057.16666692321	ElaisS1
62064.13888914624	ElaisS1
62071.29166692485	ElaisS1
62072.30555581386	ElaisS1
62079.02777803686	ElaisS1
62085.083333593124	ElaisS1
62092.06944470505	ElaisS1
62098.22222248354	ElaisS1
62103.06944470633	ElaisS1
62110.05555581825	ElaisS1
62116.05555581895	ElaisS1
62121.055555819534	ElaisS1
62127.06944470912	ElaisS1
62127.08333359801	ElaisS1
62133.08333359871	ElaisS1
62140.069444710636	ElaisS1
62328.416666954785	ElaisS1
62334.40277806659	ElaisS1
62340.41666695618	ElaisS1
62347.388889179216	ElaisS1
62350.1944447351	ElaisS1
62356.34722251359	ElaisS1
62363.319444736626	ElaisS1
62369.40277807067	ElaisS1
62369.40277807067	ElaisS1
62376.06944473811	ElaisS1
62378.111111405015	ElaisS1
62385.263889183625	ElaisS1
62391.25000029543	ElaisS1
62398.37500029626	ElaisS1
62405.041666963705	ElaisS1
62412.194444742316	ElaisS1
62419.16666696535	ElaisS1
62426.31944474396	ElaisS1
62427.33333363297	ElaisS1
62434.02777807819	ElaisS1
62440.11111141223	ElaisS1
62453.22222252487	ElaisS1
62453.25000030265	ElaisS1
62457.08333363643	ElaisS1
62464.041666970574	ElaisS1
62470.05555586016	ElaisS1
62475.055555860745	ElaisS1
62481.16666697257	ElaisS1
62487.08333363992	ElaisS1
62494.06944475185	ElaisS1
62499.06944475243	ElaisS1
62504.06944475301	ElaisS1
62509.083333642484	ElaisS1
62653.41666699262	ElaisS1
62657.416666993086	ElaisS1
62672.40277810594	ElaisS1
62676.361111439735	ElaisS1
62682.416666995996	ElaisS1
62688.416666996694	ElaisS1
62694.41666699739	ElaisS1
62701.40277810932	ElaisS1
62705.22222255421	ElaisS1
62711.3750003327	ElaisS1
62718.347222555734	ElaisS1
62724.402778111995	ElaisS1
62724.402778111995	ElaisS1
62731.11111144611	ElaisS1
62732.1527781129	ElaisS1
62739.29166700262	ElaisS1
62746.27777811454	ElaisS1
62753.38888922648	ElaisS1
62753.38888922648	ElaisS1
62760.069444782814	ElaisS1
62766.22222256131	ElaisS1
62771.208333673	ElaisS1
62777.19444478481	ElaisS1
62782.347222563185	ElaisS1
62788.01388923051	ElaisS1
62795.13888923134	ElaisS1
62802.125000343265	ElaisS1
62809.277778121876	ElaisS1
62811.31944478878	ElaisS1
62818.041667011785	ElaisS1
62824.069444790264	ElaisS1
62830.05555590207	ElaisS1
62836.180555902785	ElaisS1
62836.194444791676	ElaisS1
62841.06944479224	ElaisS1
62848.05555590417	ElaisS1
62853.05555590475	ElaisS1
62859.06944479434	ElaisS1
62864.11111146159	ElaisS1
62871.083333684626	ElaisS1
62879.06944479667	ElaisS1
63010.41666703418	ElaisS1
63015.41666703476	ElaisS1
63020.416667035344	ElaisS1
63020.416667035344	ElaisS1
63022.41666703558	ElaisS1
63030.41666703651	ElaisS1
63037.41666703732	ElaisS1
63043.41666703802	ElaisS1
63049.41666703872	ElaisS1
63049.41666703872	ElaisS1
63056.402778150645	ElaisS1
63059.36111148432	ElaisS1
63066.40277815181	ElaisS1
63072.38888926362	ElaisS1
63079.41666704221	ElaisS1
63086.13888926522	ElaisS1
63087.180555932006	ElaisS1
63094.319444821725	ElaisS1
63101.30555593365	ElaisS1
63108.38888926781	ElaisS1
63108.4027781567	ElaisS1
63115.09722260192	ElaisS1
63121.250000380416	ElaisS1
63126.23611149211	ElaisS1
63132.222222603916	ElaisS1
63137.3611114934	ElaisS1
63137.37500038229	ElaisS1
63142.02777816061	ElaisS1
63148.18055593911	ElaisS1
63153.1666670508	ElaisS1
63159.138889273716	ElaisS1
63164.305555940984	ElaisS1
63171.04166705288	ElaisS1
63179.02777816492	ElaisS1
63186.06944483241	ElaisS1
63192.2222226109	ElaisS1
63195.069444833454	ElaisS1
63202.05555594538	ElaisS1
63208.05555594608	ElaisS1
63213.05555594666	ElaisS1
63219.05555594736	ElaisS1
63219.1388892807	ElaisS1
63226.083333725954	ElaisS1
63233.06944483788	ElaisS1
63240.06944483869	ElaisS1
63246.06944483939	ElaisS1
63421.41666708203	ElaisS1
63427.402778193835	ElaisS1
63433.416667083424	ElaisS1
63440.40277819535	ElaisS1
63443.19444486234	ElaisS1
63450.34722264095	ElaisS1
63456.33333375276	ElaisS1
63463.402778198026	ElaisS1
63470.12500042103	ElaisS1
63477.27777819964	ElaisS1
63484.250000422675	ElaisS1
63491.375000423504	ElaisS1
63497.05555597972	ElaisS1
59858.36111111168	EDFS
59865.06944444579	EDFS
59867.125000001586	EDFS
59873.27777778008	EDFS
59880.263888892005	EDFS
59886.333333337156	EDFS
59894.041666671386	EDFS
59900.20833333877	EDFS
59906.19444445058	EDFS
59911.18055556227	EDFS
59917.30555556298	EDFS
59917.319444451874	EDFS
59924.05555556377	EDFS
59931.12500000904	EDFS
59938.09722223207	EDFS
59945.25000001068	EDFS
59947.291666677585	EDFS
59954.06944445615	EDFS
59960.06944445685	EDFS
59967.069444457666	EDFS
59973.18055556949	EDFS
59977.06944445883	EDFS
59984.055555570754	EDFS
59989.041666682446	EDFS
59995.041666683144	EDFS
60000.041666683726	EDFS
60000.09722223929	EDFS
60007.04166668454	EDFS
60014.027777796466	EDFS
60019.02777779705	EDFS
60024.01388890874	EDFS
60029.01388890932	EDFS
60029.01388890932	EDFS
60143.41666670042	EDFS
60149.416666701116	EDFS
60155.416666701814	EDFS
60162.40277781374	EDFS
60165.3888889252	EDFS
60172.4027778149	EDFS
60178.4027778156	EDFS
60184.4027778163	EDFS
60191.388888928224	EDFS
60194.22222226189	EDFS
60200.37500004038	EDFS
60207.361111152306	EDFS
60213.375000041895	EDFS
60213.375000041895	EDFS
60220.0972222649	EDFS
60221.15277782058	EDFS
60228.30555559919	EDFS
60235.29166671111	EDFS
60242.3333333786	EDFS
60242.34722226749	EDFS
60249.069444490495	EDFS
60261.22222226969	EDFS
60266.20833338138	EDFS
60272.33333338209	EDFS
60278.05555560498	EDFS
60284.15277782791	EDFS
60289.138888939604	EDFS
60295.15277782919	EDFS
60300.27777782979	EDFS
60301.2916667188	EDFS
60308.06944449736	EDFS
60315.06944449818	EDFS
60321.06944449888	EDFS
60328.2083333886	EDFS
60331.06944450004	EDFS
60338.055555611965	EDFS
60344.055555612664	EDFS
60349.055555613246	EDFS
60355.1250000584	EDFS
60361.05555561464	EDFS
60368.04166672657	EDFS
60373.02777783826	EDFS
60379.02777783896	EDFS
60384.02777783954	EDFS
60391.013888951464	EDFS
60398.01388895228	EDFS
60499.41666674186	EDFS
60504.41666674244	EDFS
60509.416666743025	EDFS
60516.40277785495	EDFS
60520.388888966525	EDFS
60526.416666745004	EDFS
60532.40277785681	EDFS
60538.40277785751	EDFS
60545.388888969435	EDFS
60549.250000080996	EDFS
60556.388888970716	EDFS
60562.375000082524	EDFS
60568.38888897211	EDFS
60568.38888897211	EDFS
60575.12500008401	EDFS
60577.1805556398	EDFS
60584.33333341841	EDFS
60590.31944453022	EDFS
60597.34722230882	EDFS
60597.36111119771	EDFS
60604.0972223096	EDFS
60610.26388897699	EDFS
60616.250000088796	EDFS
60621.23611120049	EDFS
60627.33333342342	EDFS
60627.33333342342	EDFS
60632.0416667573	EDFS
60638.180555646904	EDFS
60644.16666675871	EDFS
60650.16666675941	EDFS
60656.291666760124	EDFS
60656.305555649014	EDFS
60661.05555564957	EDFS
60667.11111120583	EDFS
60673.083333428745	EDFS
60678.08333342933	EDFS
60684.23611120782	EDFS
60685.26388898572	EDFS
60692.06944454207	EDFS
60698.069444542765	EDFS
60705.05555565469	EDFS
60711.15277787762	EDFS
60715.055555655854	EDFS
60722.04166676778	EDFS
60728.04166676848	EDFS
60733.04166676906	EDFS
60739.02777788087	EDFS
60739.05555565865	EDFS
60745.027777881565	EDFS
60752.01388899349	EDFS
60759.013888994305	EDFS
60766.00000010623	EDFS
60881.41666678633	EDFS
60887.41666678703	EDFS
60893.41666678773	EDFS
60900.40277789965	EDFS
60904.305555677885	EDFS
60910.40277790082	EDFS
60916.388889012625	EDFS
60922.388889013324	EDFS
60929.37500012525	EDFS
60932.20833345891	EDFS
60939.36111123752	EDFS
60945.34722234933	EDFS
60952.361111239035	EDFS
60952.361111239035	EDFS
60959.12500012871	EDFS
60965.291666796096	EDFS
60970.27777790779	EDFS
60976.263889019596	EDFS
60981.33333346463	EDFS
60989.05555568775	EDFS
60995.208333466246	EDFS
61000.19444457794	EDFS
61006.194444578636	EDFS
61011.31944457923	EDFS
61016.055555690895	EDFS
61022.138889024936	EDFS
61028.111111247854	EDFS
61033.111111248436	EDFS
61039.26388902693	EDFS
61046.06944458328	EDFS
61053.06944458409	EDFS
61059.06944458479	EDFS
61066.18055569673	EDFS
61069.069444585955	EDFS
61076.05555569788	EDFS
61082.05555569858	EDFS
61088.041666810386	EDFS
61094.11111125554	EDFS
61099.04166681167	EDFS
61106.02777792359	EDFS
61111.02777792417	EDFS
61117.01388903598	EDFS
61122.027777925454	EDFS
61237.416666827776	EDFS
61242.41666682836	EDFS
61247.41666682894	EDFS
61247.41666682894	EDFS
61254.402777940864	EDFS
61259.361111274775	EDFS
61265.402777942145	EDFS
61271.40277794284	EDFS
61277.40277794354	EDFS
61277.40277794354	EDFS
61284.388889055466	EDFS
61288.23611127814	EDFS
61294.37500016774	EDFS
61300.37500016844	EDFS
61306.37500016914	EDFS
61313.34722239217	EDFS
61315.15277794794	EDFS
61322.30555572655	EDFS
61329.29166683847	EDFS
61336.34722239485	EDFS
61342.08333350663	EDFS
61348.23611128512	EDFS
61354.22222239693	EDFS
61360.20833350874	EDFS
61366.33333350945	EDFS
61370.041666843215	EDFS
61376.16666684393	EDFS
61383.13888906696	EDFS
61389.15277795655	EDFS
61395.291666846155	EDFS
61395.291666846155	EDFS
61400.06944462449	EDFS
61406.08333351408	EDFS
61411.06944462577	EDFS
61417.06944462647	EDFS
61422.208333515955	EDFS
61423.23611129385	EDFS
61430.05555573909	EDFS
61436.05555573979	EDFS
61443.055555740604	EDFS
61449.111111296865	EDFS
61449.138889074646	EDFS
61454.055555741885	EDFS
61461.04166685381	EDFS
61466.0277779655	EDFS
61472.0277779662	EDFS
61477.02777796678	EDFS
61477.05555574456	EDFS
61483.02777796748	EDFS
61490.013889079404	EDFS
61594.416666869336	EDFS
61601.41666687015	EDFS
61608.402777982075	EDFS
61614.37500020499	EDFS
61620.41666687236	EDFS
61625.416666872945	EDFS
61631.40277798475	EDFS
61638.38888909668	EDFS
61643.263889097245	EDFS
61649.38888909796	EDFS
61654.38888909854	EDFS
61660.38888909924	EDFS
61667.37500021116	EDFS
61670.180555767045	EDFS
61677.333333545655	EDFS
61683.31944465746	EDFS
61690.36111132495	EDFS
61697.097222436845	EDFS
61698.11111132585	EDFS
61704.263889104346	EDFS
61709.25000021604	EDFS
61720.33333355066	EDFS
61725.04166688454	EDFS
61731.19444466304	EDFS
61738.16666688607	EDFS
61744.19444466455	EDFS
61750.31944466526	EDFS
61750.31944466526	EDFS
61755.055555776926	EDFS
61761.111111333186	EDFS
61766.09722244488	EDFS
61772.12500022336	EDFS
61777.23611133506	EDFS
61778.25000022407	EDFS
61785.06944466931	EDFS
61792.06944467012	EDFS
61798.05555578193	EDFS
61805.16666689387	EDFS
61805.16666689387	EDFS
61808.055555783096	EDFS
61815.04166689502	EDFS
61821.04166689572	EDFS
61827.04166689642	EDFS
61833.027778008225	EDFS
61838.0416668977	EDFS
61845.02777800962	EDFS
61852.01388912155	EDFS
61859.01388912236	EDFS
61975.41666691369	EDFS
61980.41666691427	EDFS
61985.416666914854	EDFS
61992.40277802678	EDFS
61997.37500024958	EDFS
62003.40277802806	EDFS
62008.40277802864	EDFS
62014.38888914045	EDFS
62014.38888914045	EDFS
62021.375000252374	EDFS
62026.20833358627	EDFS
62032.361111364764	EDFS
62038.34722247657	EDFS
62044.36111136616	EDFS
62044.37500025505	EDFS
62046.361111366394	EDFS
62053.13888914496	EDFS
62060.29166692357	EDFS
62067.277778035495	EDFS
62074.34722248076	EDFS
62080.05555581476	EDFS
62086.222222482145	EDFS
62092.20833359395	EDFS
62098.19444470576	EDFS
62104.319444706474	EDFS
62110.05555581825	EDFS
62116.138889152295	EDFS
62121.125000263986	EDFS
62127.152778042466	EDFS
62132.26388915417	EDFS
62133.29166693207	EDFS
62140.069444710636	EDFS
62147.06944471145	EDFS
62153.06944471215	EDFS
62160.19444471298	EDFS
62163.069444713314	EDFS
62170.05555582524	EDFS
62176.05555582594	EDFS
62181.04166693763	EDFS
62187.04166693833	EDFS
62187.11111138278	EDFS
62192.04166693891	EDFS
62199.02777805083	EDFS
62204.027778051415	EDFS
62210.027778052114	EDFS
62215.027778052696	EDFS
62221.013889164504	EDFS
62228.00000027643	EDFS
62330.41666695502	EDFS
62335.4166669556	EDFS
62340.41666695618	EDFS
62347.402778068106	EDFS
62351.41666695746	EDFS
62357.40277806927	EDFS
62363.40277806997	EDFS
62369.40277807067	EDFS
62376.38888918259	EDFS
62381.23611140538	EDFS
62387.38888918387	EDFS
62392.375000295564	EDFS
62398.37500029626	EDFS
62405.36111140819	EDFS
62408.16666696407	EDFS
62415.31944474268	EDFS
62421.30555585449	EDFS
62428.347222521974	EDFS
62428.347222521974	EDFS
62435.08333363387	EDFS
62441.250000301254	EDFS
62452.22222252475	EDFS
62458.333333636576	EDFS
62464.041666970574	EDFS
62470.16666697129	EDFS
62476.152778083095	EDFS
62481.16666697257	EDFS
62487.29166697328	EDFS
62487.29166697328	EDFS
62494.06944475185	EDFS
62501.08333364155	EDFS
62507.06944475336	EDFS
62514.22222253197	EDFS
62517.069444754525	EDFS
62524.05555586645	EDFS
62530.05555586715	EDFS
62535.05555586773	EDFS
62541.08333364621	EDFS
62541.13888920177	EDFS
62547.05555586913	EDFS
62554.04166698105	EDFS
62559.04166698163	EDFS
62565.02777809344	EDFS
62570.041666982914	EDFS
62576.02777809472	EDFS
62583.013889206646	EDFS
62687.41666699658	EDFS
62694.41666699739	EDFS
62701.40277810932	EDFS
62706.38888922101	EDFS
62712.41666699949	EDFS
62718.41666700019	EDFS
62724.402778111995	EDFS
62724.402778111995	EDFS
62731.38888922392	EDFS
62735.26388922437	EDFS
62741.38888922508	EDFS
62747.38888922578	EDFS
62753.38888922648	EDFS
62760.375000338405	EDFS
62763.19444478318	EDFS
62769.34722256167	EDFS
62776.333333673596	EDFS
62782.361111452075	EDFS
62789.08333367508	EDFS
62790.11111145298	EDFS
62796.27777812036	EDFS
62801.263889232054	EDFS
62807.25000034386	EDFS
62812.33333367779	EDFS
62818.041667011785	EDFS
62824.19444479028	EDFS
62830.18055590209	EDFS
62835.16666701378	EDFS
62841.30555590338	EDFS
62841.31944479227	EDFS
62848.05555590417	EDFS
62855.111111460545	EDFS
62862.09722257247	EDFS
62869.25000035108	EDFS
62872.08333368474	EDFS
62879.06944479667	EDFS
62885.069444797366	EDFS
62890.05555590906	EDFS
62896.18055590977	EDFS
62902.069444799345	EDFS
62909.05555591127	EDFS
62914.04166702296	EDFS
62919.04166702354	EDFS
62924.083333690796	EDFS
62931.04166702494	EDFS
62938.027778136864	EDFS
62945.01388924879	EDFS
62952.0138892496	EDFS
63067.416667040816	EDFS
63073.416667041514	EDFS
63079.41666704221	EDFS
63086.40277815414	EDFS
63089.361111487815	EDFS
63096.4027781553	EDFS
63102.402778156	EDFS
63108.4027781567	EDFS
63115.38888926862	EDFS
63118.222222602286	EDFS
63124.37500038078	EDFS
63131.361111492704	EDFS
63137.37500038229	EDFS
63144.11111149419	EDFS
63145.138889272086	EDFS
63152.30555593959	EDFS
63159.27777816262	EDFS
63166.34722260789	EDFS
63171.26388927513	EDFS
63179.0555559427	EDFS
63185.208333721195	EDFS
63190.19444483289	EDFS
63196.33333372249	EDFS
63202.05555594538	EDFS
63208.15277816831	EDFS
63213.13888928	EDFS
63219.15277816959	EDFS
63224.27777817019	EDFS
63226.33333372598	EDFS
63233.06944483788	EDFS
63239.06944483858	EDFS
63245.069444839275	EDFS
63251.19444483999	EDFS
63251.20833372888	EDFS
63256.069444840556	EDFS
63263.05555595248	EDFS
63268.05555595306	EDFS
63274.05555595376	EDFS
63279.04166706545	EDFS
63279.04166706545	EDFS
63285.04166706615	EDFS
63292.027778178075	EDFS
63297.02777817866	EDFS
63302.02777817924	EDFS
63307.04166706871	EDFS
63315.01388929186	EDFS
63323.0000004039	EDFS
63422.41666708214	EDFS
63427.416667082725	EDFS
63433.416667083424	EDFS
63433.416667083424	EDFS
63440.40277819535	EDFS
63443.41666708459	EDFS
63450.4166670854	EDFS
63456.40277819721	EDFS
63463.402778198026	EDFS
63463.402778198026	EDFS
63470.38888930995	EDFS
63472.38888931018	EDFS
63479.388889311	EDFS
63485.375000422806	EDFS
63491.375000423504	EDFS
63498.36111153543	EDFS
63500.180555980085	EDFS
59858.36111111168	XMM-LSS
59865.06944444579	XMM-LSS
59866.09722222369	XMM-LSS
59873.20833333563	XMM-LSS
59879.194444447436	XMM-LSS
59886.305555559375	XMM-LSS
59886.305555559375	XMM-LSS
59894.041666671386	XMM-LSS
59900.13888889432	XMM-LSS
59907.12500000624	XMM-LSS
59913.236111118065	XMM-LSS
59920.083333341085	XMM-LSS
59924.05555556377	XMM-LSS
59930.06944445336	XMM-LSS
59935.06944445394	XMM-LSS
59941.16666667687	XMM-LSS
59948.069444455454	XMM-LSS
59954.06944445615	XMM-LSS
59959.069444456734	XMM-LSS
59965.05555556854	XMM-LSS
59970.055555569124	XMM-LSS
60144.416666700534	XMM-LSS
60149.416666701116	XMM-LSS
60155.416666701814	XMM-LSS
60155.416666701814	XMM-LSS
60161.41666670251	XMM-LSS
60166.27777781419	XMM-LSS
60172.38888892601	XMM-LSS
60178.37500003782	XMM-LSS
60184.4027778163	XMM-LSS
60187.37500003887	XMM-LSS
60194.19444448411	XMM-LSS
60200.31944448482	XMM-LSS
60207.305555596744	XMM-LSS
60213.375000041895	XMM-LSS
60220.0972222649	XMM-LSS
60221.1250000428	XMM-LSS
60228.236111154736	XMM-LSS
60235.22222226666	XMM-LSS
60242.3333333786	XMM-LSS
60248.05555560149	XMM-LSS
60262.15277782535	XMM-LSS
60269.26388893729	XMM-LSS
60271.12500004862	XMM-LSS
60278.05555560498	XMM-LSS
60284.08333338346	XMM-LSS
60291.069444495384	XMM-LSS
60297.06944449608	XMM-LSS
60297.1944444961	XMM-LSS
60302.069444496665	XMM-LSS
60308.06944449736	XMM-LSS
60314.06944449806	XMM-LSS
60319.069444498644	XMM-LSS
60325.09722227712	XMM-LSS
60332.05555561127	XMM-LSS
60338.055555611965	XMM-LSS
60499.41666674186	XMM-LSS
60504.41666674244	XMM-LSS
60509.416666743025	XMM-LSS
60509.416666743025	XMM-LSS
60516.40277785495	XMM-LSS
60520.388888966525	XMM-LSS
60526.416666745004	XMM-LSS
60532.40277785681	XMM-LSS
60538.40277785751	XMM-LSS
60544.38888896932	XMM-LSS
60549.222222303215	XMM-LSS
60555.34722230393	XMM-LSS
60562.33333341585	XMM-LSS
60568.38888897211	XMM-LSS
60575.12500008401	XMM-LSS
60576.152777861906	XMM-LSS
60583.263888973845	XMM-LSS
60590.25000008577	XMM-LSS
60597.36111119771	XMM-LSS
60604.08333342071	XMM-LSS
60611.19444453265	XMM-LSS
60618.180555644576	XMM-LSS
60625.291666756515	XMM-LSS
60625.291666756515	XMM-LSS
60632.0416667573	XMM-LSS
60639.11111120257	XMM-LSS
60645.097222314376	XMM-LSS
60652.208333426315	XMM-LSS
60652.222222315206	XMM-LSS
60654.06944453764	XMM-LSS
60661.05555564957	XMM-LSS
60667.06944453916	XMM-LSS
60674.06944453997	XMM-LSS
60680.13888898512	XMM-LSS
60686.06944454137	XMM-LSS
60692.06944454207	XMM-LSS
60697.05555565376	XMM-LSS
60703.05555565446	XMM-LSS
60708.05555565504	XMM-LSS
60854.41666678319	XMM-LSS
60859.41666678377	XMM-LSS
60864.41666678435	XMM-LSS
60871.40277789628	XMM-LSS
60876.3472223413	XMM-LSS
60882.41666678645	XMM-LSS
60887.41666678703	XMM-LSS
60893.41666678773	XMM-LSS
60899.40277789954	XMM-LSS
60904.263889011214	XMM-LSS
60910.37500012304	XMM-LSS
60916.361111234844	XMM-LSS
60922.388889013324	XMM-LSS
60924.38888901356	XMM-LSS
60931.180555681014	XMM-LSS
60938.29166679295	XMM-LSS
60945.27777790488	XMM-LSS
60952.361111239035	XMM-LSS
60959.11111123982	XMM-LSS
60965.222222351644	XMM-LSS
60970.208333463335	XMM-LSS
60976.208333464034	XMM-LSS
60981.31944457574	XMM-LSS
60989.04166679886	XMM-LSS
60995.13888902179	XMM-LSS
61002.12500013372	XMM-LSS
61008.23611124554	XMM-LSS
61009.26388902344	XMM-LSS
61016.055555690895	XMM-LSS
61022.069444580484	XMM-LSS
61029.0694445813	XMM-LSS
61035.069444582	XMM-LSS
61035.16666680423	XMM-LSS
61040.06944458258	XMM-LSS
61046.06944458328	XMM-LSS
61052.069444583976	XMM-LSS
61058.069444584675	XMM-LSS
61064.05555569648	XMM-LSS
61064.05555569648	XMM-LSS
61237.416666827776	XMM-LSS
61242.41666682836	XMM-LSS
61247.41666682894	XMM-LSS
61254.402777940864	XMM-LSS
61259.3194446081	XMM-LSS
61265.402777942145	XMM-LSS
61271.38888905395	XMM-LSS
61277.40277794354	XMM-LSS
61277.40277794354	XMM-LSS
61280.388889055	XMM-LSS
61287.20833350024	XMM-LSS
61293.31944461206	XMM-LSS
61300.305555723986	XMM-LSS
61306.37500016914	XMM-LSS
61306.37500016914	XMM-LSS
61307.37500016925	XMM-LSS
61314.13888905893	XMM-LSS
61320.25000017075	XMM-LSS
61325.236111282444	XMM-LSS
61331.23611128314	XMM-LSS
61336.34722239485	XMM-LSS
61342.055555728846	XMM-LSS
61349.166666840785	XMM-LSS
61356.15277795271	XMM-LSS
61363.26388906465	XMM-LSS
61370.041666843215	XMM-LSS
61377.09722239959	XMM-LSS
61384.08333351152	XMM-LSS
61391.194444623456	XMM-LSS
61398.069444624256	XMM-LSS
61400.06944462449	XMM-LSS
61406.06944462519	XMM-LSS
61413.069444626	XMM-LSS
61419.08333351559	XMM-LSS
61423.06944462717	XMM-LSS
61430.05555573909	XMM-LSS
61594.416666869336	XMM-LSS
61601.41666687015	XMM-LSS
61608.402777982075	XMM-LSS
61614.3611113161	XMM-LSS
61620.41666687236	XMM-LSS
61625.402777984054	XMM-LSS
61631.40277798475	XMM-LSS
61631.40277798475	XMM-LSS
61637.40277798545	XMM-LSS
61643.236111319464	XMM-LSS
61649.347222431286	XMM-LSS
61654.33333354298	XMM-LSS
61660.38888909924	XMM-LSS
61663.38888909959	XMM-LSS
61670.152777989264	XMM-LSS
61677.27777799009	XMM-LSS
61683.2638891019	XMM-LSS
61690.36111132495	XMM-LSS
61697.083333547955	XMM-LSS
61704.19444465989	XMM-LSS
61711.31944466072	XMM-LSS
61719.305555772764	XMM-LSS
61725.04166688454	XMM-LSS
61732.1250002187	XMM-LSS
61739.111111330625	XMM-LSS
61746.222222442564	XMM-LSS
61753.05555577669	XMM-LSS
61755.055555776926	XMM-LSS
61761.069444666515	XMM-LSS
61767.06944466721	XMM-LSS
61773.06944466791	XMM-LSS
61773.138889112364	XMM-LSS
61778.083333557384	XMM-LSS
61785.06944466931	XMM-LSS
61790.06944466989	XMM-LSS
61796.0555557817	XMM-LSS
61801.06944467117	XMM-LSS
61975.41666691369	XMM-LSS
61980.41666691427	XMM-LSS
61985.416666914854	XMM-LSS
61992.40277802678	XMM-LSS
61997.38888913847	XMM-LSS
62003.37500025028	XMM-LSS
62008.37500025086	XMM-LSS
62014.38888914045	XMM-LSS
62020.34722247448	XMM-LSS
62025.18055580837	XMM-LSS
62031.305555809085	XMM-LSS
62038.29166692101	XMM-LSS
62044.37500025505	XMM-LSS
62045.36111136628	XMM-LSS
62052.11111136706	XMM-LSS
62059.222222479	XMM-LSS
62066.20833359093	XMM-LSS
62073.319444702865	XMM-LSS
62080.04166692587	XMM-LSS
62087.15277803781	XMM-LSS
62094.13888914973	XMM-LSS
62101.25000026167	XMM-LSS
62101.25000026167	XMM-LSS
62108.05555581802	XMM-LSS
62110.05555581825	XMM-LSS
62116.06944470784	XMM-LSS
62122.06944470854	XMM-LSS
62128.18055582036	XMM-LSS
62133.08333359871	XMM-LSS
62140.069444710636	XMM-LSS
62145.06944471122	XMM-LSS
62151.06944471192	XMM-LSS
62156.05555582361	XMM-LSS
62156.08333360139	XMM-LSS
62163.069444713314	XMM-LSS
62170.05555582524	XMM-LSS
62330.41666695502	XMM-LSS
62335.4166669556	XMM-LSS
62340.41666695618	XMM-LSS
62340.41666695618	XMM-LSS
62347.402778068106	XMM-LSS
62352.305555846455	XMM-LSS
62358.40277806939	XMM-LSS
62363.40277806997	XMM-LSS
62369.40277807067	XMM-LSS
62375.375000293585	XMM-LSS
62380.22222251637	XMM-LSS
62386.333333628194	XMM-LSS
62392.31944474	XMM-LSS
62398.37500029626	XMM-LSS
62400.375000296495	XMM-LSS
62407.13888918617	XMM-LSS
62414.25000029811	XMM-LSS
62421.236111410035	XMM-LSS
62428.347222521974	XMM-LSS
62435.06944474498	XMM-LSS
62455.277778080665	XMM-LSS
62457.30555585868	XMM-LSS
62464.041666970574	XMM-LSS
62470.097222526834	XMM-LSS
62477.08333363876	XMM-LSS
62483.20833363947	XMM-LSS
62488.05555586226	XMM-LSS
62494.06944475185	XMM-LSS
62499.06944475243	XMM-LSS
62505.06944475313	XMM-LSS
62510.06944475371	XMM-LSS
62510.12500030927	XMM-LSS
62517.069444754525	XMM-LSS
62524.05555586645	XMM-LSS
62530.05555586715	XMM-LSS
62536.055555867846	XMM-LSS
62684.41666699623	XMM-LSS
62689.41666699681	XMM-LSS
62694.41666699739	XMM-LSS
62701.40277810932	XMM-LSS
62706.38888922101	XMM-LSS
62712.41666699949	XMM-LSS
62718.402778111296	XMM-LSS
62724.402778111995	XMM-LSS
62724.402778111995	XMM-LSS
62729.40277811258	XMM-LSS
62735.25000033548	XMM-LSS
62741.3611114473	XMM-LSS
62747.34722255911	XMM-LSS
62753.38888922648	XMM-LSS
62755.38888922671	XMM-LSS
62762.16666700528	XMM-LSS
62769.29166700611	XMM-LSS
62775.26388922903	XMM-LSS
62782.347222563185	XMM-LSS
62782.361111452075	XMM-LSS
62789.08333367508	XMM-LSS
62790.09722256409	XMM-LSS
62797.208333676026	XMM-LSS
62803.194444787834	XMM-LSS
62810.30555589977	XMM-LSS
62811.31944478878	XMM-LSS
