mjd	field
61682.20833322689	ElaisS1
61689.333333226474	ElaisS1
61689.333333226474	ElaisS1
61696.04166655942	ElaisS1
61701.124999892454	ElaisS1
61706.12499989216	ElaisS1
61711.249999891865	ElaisS1
61719.08333322474	ElaisS1
61725.08333322439	ElaisS1
61731.04166655738	ElaisS1
61736.08333322375	ElaisS1
61742.0833332234	ElaisS1
61747.08333322311	ElaisS1
61747.08333322311	ElaisS1
61749.083333222996	ElaisS1
61756.08333322259	ElaisS1
61762.08333322224	ElaisS1
61768.08333322189	ElaisS1
61774.08333322154	ElaisS1
61915.41666654665	ElaisS1
61921.4166665463	ElaisS1
61927.41666654595	ElaisS1
61942.33333321175	ElaisS1
61949.41666654467	ElaisS1
61956.41666654426	ElaisS1
61957.4166665442	ElaisS1
61964.416666543795	ElaisS1
61971.37499987672	ElaisS1
61978.374999876316	ElaisS1
61985.41666654257	ElaisS1
61985.41666654257	ElaisS1
61992.3749998755	ElaisS1
61994.24999987539	ElaisS1
62001.33333320831	ElaisS1
62007.2916665413	ElaisS1
62014.37499987422	ElaisS1
62014.37499987422	ElaisS1
62021.24999987382	ElaisS1
62023.12499987371	ElaisS1
62029.249999873355	ElaisS1
62036.20833320628	ElaisS1
62042.33333320593	ElaisS1
62044.20833320582	ElaisS1
62051.04166653875	ElaisS1
62058.16666653834	ElaisS1
62064.124999871325	ElaisS1
62071.291666537574	ElaisS1
62073.1249998708	ElaisS1
62080.041666537065	ElaisS1
62087.08333320332	ElaisS1
62094.083333202914	ElaisS1
62101.08333320251	ElaisS1
62104.08333320233	ElaisS1
62111.083333201925	ElaisS1
62117.12499986824	ElaisS1
62123.083333201226	ElaisS1
62129.08333320088	ElaisS1
62133.083333200644	ElaisS1
62140.08333320024	ElaisS1
62304.416666524005	ElaisS1
62311.4166665236	ElaisS1
62318.41666652319	ElaisS1
62324.41666652284	ElaisS1
62329.41666652255	ElaisS1
62335.4166665222	ElaisS1
62340.374999855245	ElaisS1
62340.374999855245	ElaisS1
62347.37499985484	ElaisS1
62348.29166652145	ElaisS1
62355.33333318771	ElaisS1
62361.33333318736	ElaisS1
62368.374999853615	ElaisS1
62375.29166651988	ElaisS1
62377.2499998531	ElaisS1
62384.24999985269	ElaisS1
62391.24999985228	ElaisS1
62398.37499985187	ElaisS1
62398.37499985187	ElaisS1
62405.04166651815	ElaisS1
62412.2083331844	ElaisS1
62419.166666517325	ElaisS1
62426.16666651692	ElaisS1
62426.16666651692	ElaisS1
62427.33333318352	ElaisS1
62434.04166651646	ElaisS1
62441.12499984938	ElaisS1
62455.124999848565	ElaisS1
62456.08333318184	ElaisS1
62463.04166651477	ElaisS1
62470.08333318103	ElaisS1
62477.08333318062	ElaisS1
62484.08333318021	ElaisS1
62488.08333317998	ElaisS1
62495.08333317957	ElaisS1
62500.08333317928	ElaisS1
62505.08333317899	ElaisS1
62510.0833331787	ElaisS1
62651.41666650381	ElaisS1
62657.41666650346	ElaisS1
62672.416666502584	ElaisS1
62673.416666502526	ElaisS1
62679.41666650218	ElaisS1
62684.416666501886	ElaisS1
62690.41666650154	ElaisS1
62695.416666501245	ElaisS1
62695.416666501245	ElaisS1
62702.33333316751	ElaisS1
62709.374999833766	ElaisS1
62716.37499983336	ElaisS1
62723.33333316629	ElaisS1
62724.37499983289	ElaisS1
62731.29166649916	ElaisS1
62738.29166649875	ElaisS1
62745.29166649834	ElaisS1
62752.37499983126	ElaisS1
62759.24999983086	ElaisS1
62760.08333316415	ElaisS1
62767.20833316373	ElaisS1
62774.208333163326	ElaisS1
62781.33333316291	ElaisS1
62781.33333316291	ElaisS1
62788.041666495854	ElaisS1
62795.124999828775	ElaisS1
62802.12499982837	ElaisS1
62809.166666494624	ElaisS1
62810.1249998279	ElaisS1
62817.041666494166	ElaisS1
62823.08333316048	ElaisS1
62828.041666493526	ElaisS1
62834.08333315984	ElaisS1
62839.08333315955	ElaisS1
62842.083333159375	ElaisS1
62849.08333315897	ElaisS1
62855.12499982528	ElaisS1
62860.08333315833	ElaisS1
62866.08333315798	ElaisS1
63010.41666648291	ElaisS1
63015.41666648262	ElaisS1
63020.41666648233	ElaisS1
63020.41666648233	ElaisS1
63022.41666648221	ElaisS1
63030.37499981508	ElaisS1
63037.41666648134	ElaisS1
63043.41666648099	ElaisS1
63050.41666648058	ElaisS1
63056.41666648023	ElaisS1
63062.41666647988	ElaisS1
63067.37499981293	ElaisS1
63073.37499981258	ElaisS1
63078.37499981229	ElaisS1
63078.41666647895	ElaisS1
63085.37499981188	ElaisS1
63086.24999981183	ElaisS1
63093.33333314475	ElaisS1
63100.29166647768	ElaisS1
63107.3749998106	ElaisS1
63114.2499998102	ElaisS1
63115.12499981015	ElaisS1
63122.249999809734	ElaisS1
63129.20833314266	ElaisS1
63136.33333314225	ElaisS1
63136.37499980891	ElaisS1
63143.04166647519	ElaisS1
63150.166666474775	ElaisS1
63157.16666647437	ElaisS1
63164.124999807296	ElaisS1
63164.29166647395	ElaisS1
63171.04166647356	ElaisS1
63179.041666473095	ElaisS1
63186.08333313935	ElaisS1
63193.04166647228	ElaisS1
63193.12499980561	ElaisS1
63196.08333313877	ElaisS1
63203.08333313836	ElaisS1
63209.08333313801	ElaisS1
63215.08333313766	ElaisS1
63221.083333137314	ElaisS1
63227.083333136965	ElaisS1
63234.08333313656	ElaisS1
63404.416666459976	ElaisS1
63404.416666459976	ElaisS1
63411.41666645957	ElaisS1
63417.41666645922	ElaisS1
63423.41666645887	ElaisS1
63428.41666645858	ElaisS1
63434.41666645823	ElaisS1
63434.41666645823	ElaisS1
63440.33333312455	ElaisS1
63446.37499979087	ElaisS1
63451.33333312391	ElaisS1
63457.33333312356	ElaisS1
63462.33333312327	ElaisS1
63469.249999789536	ElaisS1
63475.29166645585	ElaisS1
63480.249999788895	ElaisS1
63486.249999788546	ElaisS1
63491.37499978825	ElaisS1
63498.08333312119	ElaisS1
59858.29166666639	EDFS
59865.29166666598	EDFS
59866.24999999926	EDFS
59873.24999999885	EDFS
59879.2499999985	EDFS
59886.29166666476	EDFS
59894.208333330964	EDFS
59895.04166666425	EDFS
59902.166666663834	EDFS
59909.16666666343	EDFS
59916.24999999635	EDFS
59917.16666666296	EDFS
59924.12499999589	EDFS
59930.12499999554	EDFS
59935.12499999525	EDFS
59941.083333328235	EDFS
59946.12499999461	EDFS
59946.12499999461	EDFS
59947.12499999455	EDFS
59954.12499999414	EDFS
59961.08333332707	EDFS
59968.083333326664	EDFS
59975.083333326256	EDFS
59978.08333332608	EDFS
59985.083333325674	EDFS
59991.083333325325	EDFS
59998.04166665825	EDFS
60004.041666657904	EDFS
60009.04166665761	EDFS
60016.041666657205	EDFS
60142.374999983185	EDFS
60148.374999982836	EDFS
60154.41666664915	EDFS
60161.41666664874	EDFS
60163.41666664863	EDFS
60170.33333331489	EDFS
60176.374999981206	EDFS
60183.333333314135	EDFS
60184.333333314076	EDFS
60191.33333331367	EDFS
60197.374999979984	EDFS
60202.37499997969	EDFS
60208.37499997934	EDFS
60213.33333331239	EDFS
60220.29166664532	EDFS
60226.29166664497	EDFS
60232.29166664462	EDFS
60237.29166664433	EDFS
60243.33333331064	EDFS
60243.33333331064	EDFS
60249.2083333103	EDFS
60261.2083333096	EDFS
60266.20833330931	EDFS
60272.333333308954	EDFS
60278.12499997528	EDFS
60284.1666666416	EDFS
60289.12499997464	EDFS
60295.124999974294	EDFS
60300.124999974	EDFS
60300.20833330733	EDFS
60307.08333330693	EDFS
60313.08333330658	EDFS
60319.08333330623	EDFS
60324.08333330594	EDFS
60330.08333330559	EDFS
60330.08333330559	EDFS
60337.083333305185	EDFS
60339.08333330507	EDFS
60346.08333330466	EDFS
60352.08333330431	EDFS
60359.04166663724	EDFS
60366.04166663683	EDFS
60370.0416666366	EDFS
60375.04166663631	EDFS
60380.04166663602	EDFS
60385.04166663573	EDFS
60390.041666635436	EDFS
60400.99999996813	EDFS
60497.416666629186	EDFS
60502.416666628895	EDFS
60508.416666628545	EDFS
60515.41666662814	EDFS
60517.41666662802	EDFS
60524.416666627614	EDFS
60530.416666627265	EDFS
60537.37499996019	EDFS
60544.374999959786	EDFS
60546.333333293005	EDFS
60552.333333292656	EDFS
60557.37499995903	EDFS
60563.37499995868	EDFS
60568.37499995839	EDFS
60574.333333291375	EDFS
60580.333333291026	EDFS
60586.29166662401	EDFS
60591.29166662372	EDFS
60597.29166662337	EDFS
60604.16666662297	EDFS
60610.24999995595	EDFS
60615.24999995566	EDFS
60621.20833328865	EDFS
60626.33333328835	EDFS
60633.04166662129	EDFS
60639.166666620935	EDFS
60644.166666620644	EDFS
60650.166666620295	EDFS
60655.291666619996	EDFS
60662.12499995293	EDFS
60668.12499995258	EDFS
60674.12499995223	EDFS
60679.08333328528	EDFS
60685.08333328493	EDFS
60685.08333328493	EDFS
60692.08333328452	EDFS
60699.083333284114	EDFS
60706.08333328371	EDFS
60713.0833332833	EDFS
60714.08333328324	EDFS
60721.04166661617	EDFS
60728.04166661576	EDFS
60734.04166661541	EDFS
60741.041666615005	EDFS
60746.041666614714	EDFS
60753.04166661431	EDFS
60760.0416666139	EDFS
60766.99999994683	EDFS
60766.99999994683	EDFS
60880.37499994023	EDFS
60886.41666660654	EDFS
60892.416666606194	EDFS
60899.37499993912	EDFS
60902.33333327228	EDFS
60909.333333271876	EDFS
60916.37499993813	EDFS
60923.374999937725	EDFS
60929.33333327071	EDFS
60935.37499993703	EDFS
60940.374999936736	EDFS
60946.33333326972	EDFS
60951.33333326943	EDFS
60958.29166660236	EDFS
60964.29166660201	EDFS
60970.249999935	EDFS
60975.249999934706	EDFS
60981.29166660102	EDFS
60981.29166660102	EDFS
60989.1249999339	EDFS
60996.166666600155	EDFS
61003.16666659975	EDFS
61010.24999993267	EDFS
61016.124999932326	EDFS
61022.12499993198	EDFS
61028.12499993163	EDFS
61034.12499993128	EDFS
61040.12499993093	EDFS
61040.12499993093	EDFS
61046.083333263916	EDFS
61052.08333326357	EDFS
61058.08333326322	EDFS
61063.083333262926	EDFS
61069.08333326258	EDFS
61069.08333326258	EDFS
61076.08333326217	EDFS
61083.08333326176	EDFS
61090.04166659469	EDFS
61097.04166659428	EDFS
61104.041666593876	EDFS
61108.04166659364	EDFS
61114.04166659329	EDFS
61119.041666593	EDFS
61119.041666593	EDFS
61235.374999919564	EDFS
61240.41666658594	EDFS
61246.41666658559	EDFS
61253.41666658518	EDFS
61255.416666585064	EDFS
61262.41666658466	EDFS
61268.37499991764	EDFS
61275.374999917236	EDFS
61278.37499991706	EDFS
61285.33333324999	EDFS
61292.37499991625	EDFS
61299.37499991584	EDFS
61306.33333324877	EDFS
61313.291666581696	EDFS
61319.33333324801	EDFS
61325.291666581	EDFS
61330.291666580706	EDFS
61336.29166658036	EDFS
61336.29166658036	EDFS
61342.08333324669	EDFS
61348.249999912994	EDFS
61354.20833324598	EDFS
61360.249999912296	EDFS
61366.333333245275	EDFS
61366.333333245275	EDFS
61371.12499991166	EDFS
61377.16666657798	EDFS
61383.124999910964	EDFS
61388.12499991067	EDFS
61394.16666657699	EDFS
61394.29166657698	EDFS
61400.08333324331	EDFS
61406.124999909625	EDFS
61412.08333324261	EDFS
61418.08333324226	EDFS
61424.08333324191	EDFS
61424.08333324191	EDFS
61431.083333241506	EDFS
61437.12499990782	EDFS
61442.083333240866	EDFS
61448.08333324052	EDFS
61453.04166657356	EDFS
61453.04166657356	EDFS
61460.04166657315	EDFS
61466.041666572804	EDFS
61473.0416665724	EDFS
61479.04166657205	EDFS
61491.04166657135	EDFS
61496.999999904336	EDFS
61590.416666565565	EDFS
61595.37499989861	EDFS
61600.41666656498	EDFS
61607.416666564575	EDFS
61610.4166665644	EDFS
61617.41666656399	EDFS
61623.416666563644	EDFS
61629.37499989663	EDFS
61632.374999896456	EDFS
61639.37499989605	EDFS
61645.3749998957	EDFS
61650.37499989541	EDFS
61656.37499989506	EDFS
61661.37499989477	EDFS
61668.333333227696	EDFS
61674.33333322735	EDFS
61679.333333227056	EDFS
61685.33333322671	EDFS
61690.29166655975	EDFS
61697.24999989268	EDFS
61703.24999989233	EDFS
61709.291666558645	EDFS
61720.291666558005	EDFS
61726.04166655767	EDFS
61732.20833322398	EDFS
61738.166666556965	EDFS
61743.16666655667	EDFS
61749.166666556324	EDFS
61755.12499988931	EDFS
61761.0833332223	EDFS
61767.08333322195	EDFS
61773.0833332216	EDFS
61779.08333322125	EDFS
61779.08333322125	EDFS
61786.08333322084	EDFS
61793.083333220435	EDFS
61799.083333220085	EDFS
61806.08333321968	EDFS
61806.08333321968	EDFS
61808.08333321956	EDFS
61815.04166655249	EDFS
61822.04166655208	EDFS
61828.04166655173	EDFS
61835.041666551326	EDFS
61835.041666551326	EDFS
61839.04166655109	EDFS
61846.041666550685	EDFS
61851.041666550394	EDFS
61857.041666550045	EDFS
61861.99999988309	EDFS
61861.99999988309	EDFS
61972.41666654333	EDFS
61978.41666654298	EDFS
61984.41666654263	EDFS
61991.41666654222	EDFS
61994.374999875385	EDFS
62001.37499987498	EDFS
62007.37499987463	EDFS
62014.333333207556	EDFS
62014.333333207556	EDFS
62021.33333320715	EDFS
62022.374999873755	EDFS
62028.374999873406	EDFS
62033.374999873115	EDFS
62039.3333332061	EDFS
62044.33333320581	EDFS
62051.29166653874	EDFS
62052.249999872016	EDFS
62058.29166653833	EDFS
62063.29166653804	EDFS
62069.24999987103	EDFS
62074.2916665374	EDFS
62081.124999870335	EDFS
62087.208333203314	EDFS
62092.20833320302	EDFS
62098.16666653601	EDFS
62103.16666653572	EDFS
62103.24999986905	EDFS
62110.12499986865	EDFS
62116.1249998683	EDFS
62121.12499986801	EDFS
62127.12499986766	EDFS
62132.0833332007	EDFS
62132.16666653403	EDFS
62133.12499986731	EDFS
62140.1249998669	EDFS
62146.12499986655	EDFS
62151.0833331996	EDFS
62157.08333319925	EDFS
62162.083333198956	EDFS
62162.083333198956	EDFS
62169.08333319855	EDFS
62175.0833331982	EDFS
62180.041666531244	EDFS
62186.041666530895	EDFS
62191.041666530604	EDFS
62191.041666530604	EDFS
62198.0416665302	EDFS
62201.04166653002	EDFS
62208.041666529614	EDFS
62215.04166652921	EDFS
62215.04166652921	EDFS
62221.04166652886	EDFS
62228.99999986173	EDFS
62327.416666522666	EDFS
62333.41666652232	EDFS
62339.41666652197	EDFS
62339.41666652197	EDFS
62346.41666652156	EDFS
62349.37499985472	EDFS
62356.41666652098	EDFS
62362.3333331873	EDFS
62368.33333318695	EDFS
62368.33333318695	EDFS
62370.3749998535	EDFS
62377.33333318643	EDFS
62384.374999852684	EDFS
62391.374999852276	EDFS
62398.333333185205	EDFS
62405.3333331848	EDFS
62406.291666518075	EDFS
62412.33333318439	EDFS
62417.291666517434	EDFS
62423.291666517085	EDFS
62428.291666516794	EDFS
62428.291666516794	EDFS
62435.24999984972	EDFS
62441.24999984937	EDFS
62452.20833318207	EDFS
62457.33333318177	EDFS
62464.08333318138	EDFS
62470.16666651436	EDFS
62476.16666651401	EDFS
62481.166666513716	EDFS
62487.29166651336	EDFS
62487.29166651336	EDFS
62494.08333317963	EDFS
62500.124999845946	EDFS
62505.124999845655	EDFS
62511.08333317864	EDFS
62516.08333317835	EDFS
62516.08333317835	EDFS
62523.08333317794	EDFS
62525.08333317783	EDFS
62532.08333317742	EDFS
62538.08333317707	EDFS
62545.04166651	EDFS
62546.04166650994	EDFS
62553.04166650953	EDFS
62559.04166650918	EDFS
62566.08333317544	EDFS
62572.04166650843	EDFS
62582.041666507845	EDFS
62591.9999998406	EDFS
62594.999999840424	EDFS
62687.41666650171	EDFS
62694.4166665013	EDFS
62701.416666500896	EDFS
62702.41666650084	EDFS
62709.41666650043	EDFS
62715.41666650008	EDFS
62722.416666499674	EDFS
62729.3749998326	EDFS
62731.374999832486	EDFS
62737.37499983214	EDFS
62742.374999831845	EDFS
62748.374999831496	EDFS
62753.374999831205	EDFS
62760.3749998308	EDFS
62766.333333163784	EDFS
62771.33333316349	EDFS
62777.333333163144	EDFS
62782.29166649619	EDFS
62789.29166649578	EDFS
62790.24999982906	EDFS
62797.291666495315	EDFS
62804.249999828244	EDFS
62811.333333161165	EDFS
62818.04166649411	EDFS
62824.208333160415	EDFS
62829.16666649346	EDFS
62835.16666649311	EDFS
62840.24999982615	EDFS
62841.1249998261	EDFS
62848.12499982569	EDFS
62854.12499982534	EDFS
62859.083333158385	EDFS
62865.083333158036	EDFS
62870.083333157745	EDFS
62870.12499982441	EDFS
62877.08333315734	EDFS
62879.08333315722	EDFS
62886.083333156814	EDFS
62892.083333156465	EDFS
62899.08333315606	EDFS
62902.08333315588	EDFS
62909.083333155475	EDFS
62915.083333155126	EDFS
62921.04166648811	EDFS
62927.04166648776	EDFS
62932.04166648747	EDFS
62939.041666487065	EDFS
63065.41666647971	EDFS
63071.41666647936	EDFS
63077.41666647901	EDFS
63077.41666647901	EDFS
63084.4166664786	EDFS
63085.416666478544	EDFS
63091.37499981153	EDFS
63096.37499981124	EDFS
63102.37499981089	EDFS
63107.333333143935	EDFS
63107.333333143935	EDFS
63114.33333314353	EDFS
63114.37499981019	EDFS
63120.37499980984	EDFS
63126.33333314283	EDFS
63131.3749998092	EDFS
63137.33333314219	EDFS
63144.24999980845	EDFS
63150.29166647477	EDFS
63155.29166647448	EDFS
63161.29166647413	EDFS
63166.29166647384	EDFS
63171.291666473546	EDFS
63179.12499980642	EDFS
63185.2083331394	EDFS
63190.20833313911	EDFS
63196.333333138755	EDFS
63196.333333138755	EDFS
63202.124999805084	EDFS
63208.1666664714	EDFS
63213.124999804444	EDFS
63219.124999804095	EDFS
63224.124999803804	EDFS
63224.124999803804	EDFS
63231.08333313673	EDFS
63237.08333313638	EDFS
63242.08333313609	EDFS
63248.08333313574	EDFS
63253.08333313545	EDFS
63253.08333313545	EDFS
63255.083333135335	EDFS
63262.08333313493	EDFS
63269.124999801184	EDFS
63275.04166646751	EDFS
63282.0416664671	EDFS
63282.0416664671	EDFS
63287.04166646681	EDFS
63294.0416664664	EDFS
63301.04166646599	EDFS
63308.041666465586	EDFS
63308.041666465586	EDFS
63314.04166646524	EDFS
63322.99999979805	EDFS
63420.416666459045	EDFS
63426.416666458696	EDFS
63432.416666458346	EDFS
63439.41666645794	EDFS
63442.3749997911	EDFS
63449.41666645736	EDFS
63455.33333312368	EDFS
63461.374999789994	EDFS
63468.37499978959	EDFS
63469.37499978953	EDFS
63475.37499978918	EDFS
63480.37499978889	EDFS
63486.37499978854	EDFS
63491.33333312158	EDFS
63498.333333121176	EDFS
59858.24999999972	XMM-LSS
59865.20833333265	XMM-LSS
59867.16666666587	XMM-LSS
59873.208333332186	XMM-LSS
59880.166666665114	XMM-LSS
59886.20833333143	XMM-LSS
59894.124999997635	XMM-LSS
59895.16666666424	XMM-LSS
59902.12499999717	XMM-LSS
59908.12499999682	XMM-LSS
59915.12499999641	XMM-LSS
59915.12499999641	XMM-LSS
59922.08333332934	XMM-LSS
59925.12499999583	XMM-LSS
59931.20833332881	XMM-LSS
59936.12499999519	XMM-LSS
59942.12499999484	XMM-LSS
59949.08333332777	XMM-LSS
59956.08333332736	XMM-LSS
59963.083333326955	XMM-LSS
59969.083333326605	XMM-LSS
60144.37499998307	XMM-LSS
60150.416666649384	XMM-LSS
60156.416666649035	XMM-LSS
60158.41666664892	XMM-LSS
60165.29166664852	XMM-LSS
60171.3749999815	XMM-LSS
60177.333333314484	XMM-LSS
60183.29166664747	XMM-LSS
60186.374999980624	XMM-LSS
60193.249999980224	XMM-LSS
60200.333333313145	XMM-LSS
60206.29166664613	XMM-LSS
60213.291666645724	XMM-LSS
60214.291666645666	XMM-LSS
60221.1249999786	XMM-LSS
60228.20833331152	XMM-LSS
60234.20833331117	XMM-LSS
60241.208333310766	XMM-LSS
60241.33333331076	XMM-LSS
60242.20833331071	XMM-LSS
60249.12499997697	XMM-LSS
60263.12499997616	XMM-LSS
60270.16666664241	XMM-LSS
60277.12499997534	XMM-LSS
60279.124999975225	XMM-LSS
60285.124999974876	XMM-LSS
60292.16666664113	XMM-LSS
60298.12499997412	XMM-LSS
60298.12499997412	XMM-LSS
60305.08333330705	XMM-LSS
60310.08333330676	XMM-LSS
60315.166666639794	XMM-LSS
60320.083333306175	XMM-LSS
60325.08333330588	XMM-LSS
60498.37499996246	XMM-LSS
60503.37499996217	XMM-LSS
60508.37499996188	XMM-LSS
60513.416666628254	XMM-LSS
60520.33333329452	XMM-LSS
60526.4166666275	XMM-LSS
60532.33333329382	XMM-LSS
60538.33333329347	XMM-LSS
60541.37499995996	XMM-LSS
60548.24999995956	XMM-LSS
60555.33333329248	XMM-LSS
60561.33333329213	XMM-LSS
60568.29166662506	XMM-LSS
60568.29166662506	XMM-LSS
60575.24999995799	XMM-LSS
60576.1666666246	XMM-LSS
60583.24999995752	XMM-LSS
60589.249999957174	XMM-LSS
60596.29166662343	XMM-LSS
60596.29166662343	XMM-LSS
60597.24999995671	XMM-LSS
60604.08333328964	XMM-LSS
60611.20833328923	XMM-LSS
60618.16666662216	XMM-LSS
60625.29166662174	XMM-LSS
60632.083333288014	XMM-LSS
60639.12499995427	XMM-LSS
60646.0833332872	XMM-LSS
60653.16666662012	XMM-LSS
60660.083333286384	XMM-LSS
60663.08333328621	XMM-LSS
60669.08333328586	XMM-LSS
60675.08333328551	XMM-LSS
60681.08333328516	XMM-LSS
60681.124999951826	XMM-LSS
60686.08333328487	XMM-LSS
60693.08333328446	XMM-LSS
60856.41666660829	XMM-LSS
60863.41666660788	XMM-LSS
60870.416666607474	XMM-LSS
60876.3333332738	XMM-LSS
60882.416666606776	XMM-LSS
60887.37499993982	XMM-LSS
60893.37499993947	XMM-LSS
60896.3749999393	XMM-LSS
60903.29166660556	XMM-LSS
60910.37499993848	XMM-LSS
60916.33333327147	XMM-LSS
60922.291666604455	XMM-LSS
60924.37499993767	XMM-LSS
60931.24999993727	XMM-LSS
60938.29166660352	XMM-LSS
60944.291666603174	XMM-LSS
60951.2499999361	XMM-LSS
60952.249999936044	XMM-LSS
60959.124999935644	XMM-LSS
60966.208333268565	XMM-LSS
60973.20833326816	XMM-LSS
60980.20833326775	XMM-LSS
60981.20833326769	XMM-LSS
60989.20833326723	XMM-LSS
60995.12499993355	XMM-LSS
61002.12499993314	XMM-LSS
61008.12499993279	XMM-LSS
61008.20833326612	XMM-LSS
61015.08333326572	XMM-LSS
61018.083333265546	XMM-LSS
61024.12499993186	XMM-LSS
61030.12499993151	XMM-LSS
61036.12499993116	XMM-LSS
61041.08333326421	XMM-LSS
61048.0833332638	XMM-LSS
61053.08333326351	XMM-LSS
61059.08333326316	XMM-LSS
61064.08333326287	XMM-LSS
61237.41666658611	XMM-LSS
61242.41666658582	XMM-LSS
61247.374999918866	XMM-LSS
61254.37499991846	XMM-LSS
61259.29166658484	XMM-LSS
61265.37499991782	XMM-LSS
61271.37499991747	XMM-LSS
61277.333333250455	XMM-LSS
61277.333333250455	XMM-LSS
61279.33333325034	XMM-LSS
61286.33333324993	XMM-LSS
61293.333333249524	XMM-LSS
61299.29166658251	XMM-LSS
61306.2916665821	XMM-LSS
61313.24999991503	XMM-LSS
61315.16666658159	XMM-LSS
61321.249999914566	XMM-LSS
61328.24999991416	XMM-LSS
61334.29166658047	XMM-LSS
61334.33333324714	XMM-LSS
61336.20833324703	XMM-LSS
61343.12499991329	XMM-LSS
61350.16666657955	XMM-LSS
61356.1666665792	XMM-LSS
61363.16666657879	XMM-LSS
61363.20833324546	XMM-LSS
61370.12499991172	XMM-LSS
61372.08333324494	XMM-LSS
61378.124999911255	XMM-LSS
61385.12499991085	XMM-LSS
61391.16666657716	XMM-LSS
61398.08333324343	XMM-LSS
61402.083333243194	XMM-LSS
61408.12499990951	XMM-LSS
61413.08333324255	XMM-LSS
61419.083333242204	XMM-LSS
61419.083333242204	XMM-LSS
61594.37499989867	XMM-LSS
61600.37499989832	XMM-LSS
61607.37499989791	XMM-LSS
61614.33333323084	XMM-LSS
61620.41666656382	XMM-LSS
61625.41666656353	XMM-LSS
61630.33333322991	XMM-LSS
61634.37499989634	XMM-LSS
61641.37499989593	XMM-LSS
61648.33333322886	XMM-LSS
61654.33333322851	XMM-LSS
61660.2916665615	XMM-LSS
61660.2916665615	XMM-LSS
61663.33333322799	XMM-LSS
61670.16666656092	XMM-LSS
61676.2499998939	XMM-LSS
61683.249999893495	XMM-LSS
61689.249999893145	XMM-LSS
61690.24999989309	XMM-LSS
61697.08333322602	XMM-LSS
61704.166666558944	XMM-LSS
61711.29166655853	XMM-LSS
61719.16666655807	XMM-LSS
61726.124999891	XMM-LSS
61733.12499989059	XMM-LSS
61739.12499989024	XMM-LSS
61746.1666665565	XMM-LSS
61753.08333322276	XMM-LSS
61757.08333322253	XMM-LSS
61763.08333322218	XMM-LSS
61768.124999888554	XMM-LSS
61774.124999888205	XMM-LSS
61780.08333322119	XMM-LSS
61787.083333220784	XMM-LSS
61797.0833332202	XMM-LSS
61949.374999878004	XMM-LSS
61955.41666654432	XMM-LSS
61962.41666654391	XMM-LSS
61969.37499987684	XMM-LSS
61975.416666543155	XMM-LSS
61980.416666542864	XMM-LSS
61985.37499987591	XMM-LSS
61991.37499987556	XMM-LSS
61997.29166654188	XMM-LSS
62003.37499987486	XMM-LSS
62008.333333207906	XMM-LSS
62013.333333207614	XMM-LSS
62017.33333320738	XMM-LSS
62024.333333206974	XMM-LSS
62031.2916665399	XMM-LSS
62037.29166653955	XMM-LSS
62043.33333320587	XMM-LSS
62043.33333320587	XMM-LSS
62046.249999872365	XMM-LSS
62053.124999871965	XMM-LSS
62059.208333204944	XMM-LSS
62066.20833320454	XMM-LSS
62072.291666537516	XMM-LSS
62074.20833320407	XMM-LSS
62081.04166653701	XMM-LSS
62088.16666653659	XMM-LSS
62094.12499986958	XMM-LSS
62101.249999869164	XMM-LSS
62108.0833332021	XMM-LSS
62111.12499986859	XMM-LSS
62117.20833320157	XMM-LSS
62123.12499986789	XMM-LSS
62129.12499986754	XMM-LSS
62136.08333320047	XMM-LSS
62142.08333320012	XMM-LSS
62149.08333319971	XMM-LSS
62156.083333199305	XMM-LSS
62331.41666652243	XMM-LSS
62338.416666522025	XMM-LSS
62338.416666522025	XMM-LSS
62345.374999854954	XMM-LSS
62352.33333318788	XMM-LSS
62357.41666652092	XMM-LSS
62362.291666520636	XMM-LSS
62367.33333318701	XMM-LSS
62367.33333318701	XMM-LSS
62372.37499985338	XMM-LSS
62379.291666519646	XMM-LSS
62386.3333331859	XMM-LSS
62392.29166651889	XMM-LSS
62398.29166651854	XMM-LSS
62406.24999985141	XMM-LSS
62408.166666517965	XMM-LSS
62414.249999850945	XMM-LSS
62420.249999850595	XMM-LSS
62426.333333183575	XMM-LSS
62426.333333183575	XMM-LSS
62429.20833318341	XMM-LSS
62436.08333318301	XMM-LSS
62449.16666651558	XMM-LSS
62455.208333181894	XMM-LSS
62463.083333181436	XMM-LSS
62465.08333318132	XMM-LSS
62471.08333318097	XMM-LSS
62477.124999847285	XMM-LSS
62483.1666665136	XMM-LSS
62490.083333179864	XMM-LSS
62496.083333179515	XMM-LSS
62503.08333317911	XMM-LSS
62510.124999845364	XMM-LSS
62511.124999845306	XMM-LSS
62526.08333317777	XMM-LSS
62687.37499983505	XMM-LSS
62694.37499983464	XMM-LSS
62700.416666500954	XMM-LSS
62706.416666500605	XMM-LSS
62712.416666500256	XMM-LSS
62717.416666499965	XMM-LSS
62722.333333166345	XMM-LSS
62727.37499983272	XMM-LSS
62734.29166649898	XMM-LSS
62740.3333331653	XMM-LSS
62746.291666498284	XMM-LSS
62752.291666497935	XMM-LSS
62755.333333164424	XMM-LSS
62762.16666649736	XMM-LSS
62768.291666497	XMM-LSS
62775.24999982993	XMM-LSS
62781.24999982958	XMM-LSS
